CDS_number,VF_number,Length_bp,Description,1000ng_NoRibo,500ng_NoRibo,100ng_NoRibo,1000ng_Ribodpl,500ng_Ribodpl,100ng_Ribodpl,50ng_Ribodpl,25ng_Ribodpl,10ng_Ribodpl,5ng_Ribodpl_17cyc,5ng_Ribodpl_15cyc,2ng_Ribodpl_17cyc,2ng_Ribodpl_15cyc,1ng_Ribodpl_17cyc,1ng_Ribodpl_15cyc
c2cds477,VF_A0481,1644,methyl-accepting chemotaxis protein,258,243,215,175,148,126,352,57,187,150,246,87,66,18,17
c2cds478,VF_A0482,1224,sodium%2Fglutamate symporter,49,45,41,61,46,34,138,3,36,112,51,48,11,16,23
c2cds479,VF_A0483,1098,rod shape-determining protein RodA,51,56,48,51,51,28,140,5,62,74,87,25,20,38,6
c2cds480,VF_A0484,1731,ribosomal large subunit pseudouridine synthase A,95,111,92,77,93,50,162,11,39,61,72,26,0,6,18
c2cds481,VF_A0485,1701,ribosomal large subunit pseudouridine synthase A,143,154,138,102,101,65,194,17,90,102,115,91,22,39,8
c2cds482,VF_A0486,237,hypothetical protein,50,68,46,62,72,28,181,13,36,64,56,21,12,0,0
c2cds483,VF_A0487,924,outer membrane protein U paralog%2C OmpU2,5,6,4,4,6,2,18,1,4,41,5,2,1,12,1
c2cds484,VF_A0488,876,hypothetical protein,209,193,180,155,156,116,379,20,132,120,149,71,80,25,26
c2cds485,VF_A0489,933,LysR family transcriptional regulator,38,75,41,38,24,9,44,2,34,28,26,35,4,3,0
c2cds486,VF_A0490,996,soluble lytic murein transglycosylase,73,48,54,53,44,24,82,3,31,58,48,22,4,6,6
c2cds487,VF_A0491,1005,soluble lytic murein transglycosylase,71,81,72,51,45,34,110,6,31,83,51,14,55,25,0
c2cds488,VF_A0492,1104,anhydro-N-acetylmuramic acid kinase,1629,1850,1424,1422,1432,931,3992,309,1518,3586,3060,1914,1240,506,295
c2cds489,VF_A0493,996,beta-hexosaminidase,688,812,702,658,676,448,1824,136,560,929,887,534,318,163,109
c2cds490,VF_A0494,1446,pyruvate kinase II,6935,8906,8971,8314,7993,5868,20323,1418,6867,10516,11200,6077,3768,2031,1187
c2cds491,VF_A0495,681,hypothetical protein,133,165,122,118,118,58,256,13,96,96,142,114,59,17,16
c2cds492,VF_A0496,1215,DNA-binding transcriptional repressor,588,660,654,559,570,397,1368,89,394,761,736,441,281,80,72
c2cds493,VF_A0497,1005,L-allo-threonine aldolase,563,687,609,544,460,344,1325,86,400,683,593,487,245,86,76
c2cds494,VF_A0498,1650,MoxR-like ATPase%2C regulatory ATPase variant A%2C RavA,1301,1345,1242,1226,1188,839,2675,212,1068,1335,1316,1004,394,308,202
c2cds495,VF_A0499,1449,hypothetical protein,619,638,574,524,521,379,1369,114,515,745,626,252,293,129,87
c2cds496,VF_A0500,243,hypothetical protein,114,166,187,187,152,135,400,50,141,200,160,158,112,49,30
c2cds497,VF_A0501,438,hypothetical protein,280,429,416,356,362,269,1078,87,402,460,534,302,157,34,99
c2cds498,VF_A0502,627,hypothetical protein,710,772,838,781,755,507,2131,158,635,1120,870,441,361,268,76
c2cds499,VF_A0503,513,CreA family protein,675,694,624,570,560,390,982,117,412,261,388,219,39,63,50
c2cds500,VF_A0504,423,hypothetical protein,348,436,421,291,361,253,883,91,317,513,332,241,151,29,40
c2cds501,VF_A0505,486,hypothetical protein,268,258,270,283,305,236,868,70,428,469,350,365,233,129,88
c2cds502,VF_A0506,1746,two component response regulator,223,229,194,187,165,130,385,27,158,276,188,92,35,50,7
c2cds503,VF_A0507,1224,glutamate transporter,239,268,231,219,209,170,494,51,210,179,223,159,134,105,13
c2cds504,VF_A0508,996,hypothetical protein,97,110,121,93,78,59,217,11,110,92,103,80,48,5,19
c2cds505,VF_A0509,1827,multidrug resistance ABC transporter ATP-binding and permease protein,899,1108,1157,1120,1136,850,2766,220,1190,1436,1239,873,532,140,165
c2cds506,VF_A0510,969,low-affinity zinc transport protein,609,627,464,452,443,318,1215,101,423,453,615,404,249,112,103
c2cds507,VF_A0511,945,ribosomal biogenesis GTPase,1216,1187,978,888,836,523,1873,133,655,1045,955,562,399,207,63
c2cds508,,306,Phage integrase family protein,3,4,2,0,2,3,8,0,0,11,7,0,0,0,0
c2cds509,,183,DNA integration%2Frecombination%2Finvertion protein,1,2,0,1,1,0,3,0,0,0,0,1,2,0,0
c2cds510,VF_A0514,954,hypothetical protein,321,292,213,139,66,95,791,69,311,160,246,146,75,24,16
c2cds511,VF_A0515,654,prophage protein,3,6,1,1,3,4,4,0,0,0,7,0,0,0,0
c2cds512,VF_A0516,1440,lipoprotein,59,45,43,29,33,25,79,9,26,0,17,14,0,0,24
c2cds513,VF_A0517,765,hypothetical protein,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
c2cds514,,336,hypothetical protein,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c2cds515,,900,hypothetical protein,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
c2cds516,,468,hypothetical protein,5,10,1,6,5,0,8,0,7,0,16,0,0,3,0
c2cds517,,444,hypothetical protein,8,7,3,2,5,2,5,0,3,2,10,0,0,0,0
c2cds518,VF_A0522,474,DNA repair protein RadC,3,5,1,1,1,0,2,0,0,14,0,15,0,0,0
c2cds519,,192,DNA-binding protein,2,1,2,1,0,1,2,0,0,0,0,0,0,0,0
c2cds520,,447,ribonuclease H,13,9,4,3,1,2,2,0,0,3,0,0,0,0,0
c2cds521,VF_A0525,768,AraC family transcriptional regulator,13,11,8,14,13,8,27,2,22,10,4,5,33,0,0
c2cds522,VF_A0526,870,GGDEF domain-containing protein,11,13,11,6,2,3,6,0,17,0,23,1,0,0,0
c2cds523,VF_A0527,1611,methyl-accepting chemotaxis protein,23,22,18,19,16,16,79,12,42,22,40,35,44,0,0
c2cds524,VF_A0528,1644,methyl-accepting chemotaxis protein,100,80,64,51,56,41,85,12,36,27,68,10,7,0,0
c2cds525,VF_A0529,735,nicotinamide mononucleotide transporter,32,29,28,25,16,25,97,5,67,6,24,18,30,7,2
c2cds526,VF_A0530,735,uridine phosphorylase,84,87,102,68,73,44,226,23,82,73,73,106,59,22,0
c2cds527,VF_A0531,684,hypothetical protein,85,86,47,56,62,43,96,10,22,37,81,32,5,6,16
c2cds528,VF_A0532,144,hypothetical protein,32,40,32,27,13,6,51,2,3,55,11,52,0,0,0
c2cds529,VF_A0533,2229,hypothetical protein,621,577,401,289,252,205,458,47,178,296,223,169,90,86,44
c2cds530,VF_A0534,171,hypothetical protein,89,65,28,25,33,22,55,2,2,53,41,72,0,1,4
c2cds531,VF_A0535,1482,DNA methylase M,431,583,477,448,411,298,1233,92,381,873,572,380,183,100,100
c2cds532,VF_A0536,1872,hypothetical protein,833,954,884,840,764,549,1736,106,660,895,899,488,341,58,64
c2cds533,VF_A0537,1467,type I restriction-modification system methylation subunit,1033,1145,932,730,687,438,1404,93,571,829,694,543,447,154,100
c2cds534,VF_A0538,1221,type I restriction-modification system specificity subunit,838,816,654,605,568,418,1048,98,607,703,484,463,291,184,87
c2cds535,VF_A0539,2994,type I restriction-modification system restriction subunit,1738,1895,1895,1754,1679,1210,4164,328,1340,2007,2019,1159,691,474,351
c2cds536,VF_A0540,1326,hypothetical protein,545,523,479,380,385,269,1117,66,338,582,543,475,169,72,72
c2cds537,VF_A0541,1650,hypothetical protein,521,530,452,473,439,294,893,93,375,514,479,264,180,43,29
c2cds538,VF_A0542,4065,superfamily I DNA helicase,2110,2130,1690,1577,1547,1033,3918,272,1336,2490,2007,1450,894,390,356
c2cds539,VF_A0543,504,hypothetical protein,157,176,195,191,160,124,391,28,162,223,192,121,88,57,10
c2cds540,VF_A0544,267,hypothetical protein,50,64,49,46,41,37,218,16,48,89,105,58,50,3,11
c2cds541,VF_A0545,1404,cytoplasmic protein,564,601,418,343,316,231,819,44,278,352,442,236,210,100,69
c2cds542,VF_A0546,978,hypothetical protein,353,327,256,217,258,161,556,39,247,322,458,278,156,106,29
c2cds543,VF_A0547,591,hypothetical protein,395,386,317,264,277,197,652,70,222,267,255,287,92,32,33
c2cds544,VF_A0548,1200,phage family integrase,354,403,330,316,290,192,562,40,189,342,296,139,111,26,10
c2cds545,VF_A0549,450,lipoprotein,14,20,16,16,13,10,43,0,32,0,1,18,17,2,0
c2cds546,VF_A0550,2112,cytoplasmic protein,59,65,64,42,57,43,141,5,46,12,23,27,6,4,0
c2cds547,VF_A0551,801,diguanylate phosphodiesterase,84,105,62,64,61,42,126,10,37,10,32,12,17,1,2
c2cds548,VF_A0552,828,cytoplasmic protein,499,579,585,526,513,341,898,70,401,665,441,254,183,85,32
c2cds549,VF_A0553,1383,ATP-dependent RNA helicase,1045,1264,1215,1286,1278,998,2892,196,1141,1284,1202,818,409,210,106
c2cds550,VF_A0554,282,cytoplasmic protein,126,188,193,220,205,144,507,65,183,256,168,147,46,25,2
c2cds551,VF_A0555,813,phosphate-binding protein,252,290,284,294,269,193,452,23,190,277,217,148,78,24,54
c2cds552,VF_A0556,801,hypothetical protein,434,469,394,317,270,156,444,30,187,155,148,101,91,39,26
c2cds553,VF_A0557,1713,DNA-binding transcriptional regulator,539,560,457,427,411,280,1005,86,403,504,574,437,127,24,58
c2cds554,VF_A0558,966,coproporphyrinogen III oxidase,523,522,419,332,294,180,488,36,176,246,256,205,64,100,36
c2cds555,VF_A0559,267,hypothetical protein,33,24,22,22,21,19,31,4,21,8,6,6,1,7,0
c2cds556,VF_A0560,1446,two component sensor histidine kinase,696,647,469,466,426,277,968,65,405,343,334,329,119,88,39
c2cds557,VF_A0561,657,two component response regulator,554,501,564,592,575,380,1142,102,371,606,747,326,182,100,70
c2cds558,VF_A0562,909,hypothetical protein,494,445,339,301,360,215,651,51,307,350,214,100,117,17,20
c2cds559,VF_A0563,162,hypothetical protein,54,57,52,49,55,44,355,30,125,118,55,98,15,40,7
c2cds560,VF_A0564,1200,TraF protein,551,697,716,639,577,458,1849,92,691,1227,732,686,323,120,98
c2cds561,VF_A0565,537,molybdenum cofactor biosynthesis protein MogA,610,680,662,651,670,471,1488,112,549,788,508,451,302,100,106
c2cds562,VF_A0566,225,hypothetical protein,12,13,8,10,10,4,1,1,0,0,0,0,0,0,0
c2cds563,VF_A0567,1965,GGDEF domain-containing protein,505,531,423,397,395,238,839,82,301,377,293,188,119,96,42
c2cds564,VF_A0568,2679,fused acyl-CoA synthetase: NAD%28P%29-binding subunit%2FATP-binding subunit,1229,1330,1165,983,959,619,1842,152,689,1079,1139,489,250,197,84
c2cds565,VF_A0569,561,hypothetical protein,1132,1338,1200,1221,1211,773,3598,235,1184,1651,1744,851,523,309,221
c2cds566,VF_A0570,993,D-alanyl-alanine synthetase A,875,908,831,738,712,531,1652,131,612,964,921,610,303,289,111
c2cds567,VF_A0571,915,DNA integration%2Frecombination%2Finvertion protein,217,200,144,142,151,108,225,33,75,171,139,33,39,4,23
c2cds568,VF_A0572,351,minor tail protein,599,502,381,332,367,192,438,37,221,316,409,190,80,39,18
c2cds569,VF_A0573,312,translation initiation factor Sui1,717,568,459,315,274,156,681,72,217,374,396,178,141,94,81
c2cds570,,108,hypothetical protein,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0
c2cds571,,108,hypothetical protein,0,1,0,0,1,0,3,2,0,0,0,0,0,0,0
c2cds572,VF_A0576,1185,zona occludens toxin,16,16,19,15,14,13,39,5,32,19,16,15,7,3,2
c2cds573,,285,enterotoxin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2cds574,VF_A0578,1206,OrfU,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0
c2cds575,VF_A1184,246,Cep,19,19,23,22,34,29,181,17,63,96,76,13,2,1,0
c2cds576,VF_A0580,327,RstB2 protein,5,4,5,7,6,1,11,0,14,0,0,21,13,0,0
c2cds577,VF_A0581,1155,RstA2 protein,17,10,8,7,4,3,17,1,13,36,10,0,1,0,0
c2cds578,VF_A0582,336,transcriptional repressor rstR,453,387,293,310,282,197,617,55,156,321,156,135,102,31,69
c2cds579,VF_A1185,279,hypothetical protein,70,49,59,67,56,41,119,3,58,20,28,11,3,0,0
c2cds580,VF_A1186,150,hypothetical protein,40,32,36,32,29,19,33,1,5,8,10,0,4,0,2
c2cds581,VF_A0583,567,hypothetical protein,1223,1480,1622,1628,1640,1208,4353,300,1490,1549,1643,904,545,322,163
c2cds582,VF_A0584,579,hypothetical protein,19,14,5,15,11,8,14,0,0,31,0,0,0,16,0
c2cds583,VF_A0585,1377,pyridine nucleotide transhydrogenase,5652,7569,8617,8194,8033,6613,22782,1641,8705,11446,11235,6554,3698,1853,1167
c2cds584,VF_A0586,1557,NAD%28P%29 transhydrogenase subunit alpha,9459,11003,10347,9801,8921,6763,24359,1826,9335,14441,14231,7981,4831,2361,1447
c2cds585,VF_A0587,276,transcriptional activator HlyU,415,456,373,358,302,242,760,38,384,242,291,193,136,94,52
c2cds586,VF_A0588,555,OmpA family domain-containing protein,66,50,60,36,40,27,115,14,30,51,35,26,22,5,2
c2cds587,VF_A0589,1125,hypothetical protein,36,47,42,54,44,40,59,7,29,53,58,35,37,1,32
c2cds588,VF_A0590,1125,daunorubicin resistance transmembrane protein,73,81,74,64,77,66,88,10,81,8,60,30,14,29,1
c2cds589,VF_A0591,984,multidrug resistance protein A,253,270,246,230,197,140,476,28,113,332,280,180,28,32,14
c2cds590,VF_A0592,1359,type I secretion outer membrane protein,277,319,257,234,223,169,503,61,216,221,218,217,64,36,52
c2cds591,VF_A0593,462,LuxT transcriptional regulator,603,745,820,764,750,587,1641,121,637,390,457,376,176,26,67
c2cds592,VF_A0594,297,hypothetical protein,213,251,250,224,255,149,526,50,145,227,202,65,41,0,8
c2cds593,VF_A0595,207,cold shock protein,4973,5614,4322,4373,3830,2243,10056,635,2669,3597,4095,2189,1089,483,478
c2cds594,VF_A0596,615,hypothetical protein,215,258,246,241,228,152,460,34,126,162,186,60,98,4,13
c2cds595,VF_A0597,936,LysR family transcriptional regulator,232,241,272,278,248,187,562,54,168,337,243,142,45,65,53
c2cds596,VF_A0598,1230,hypothetical protein,442,482,463,445,472,356,1026,93,344,489,357,186,129,91,77
c2cds597,VF_A0599,663,hypothetical protein,54,73,56,56,51,31,141,9,71,31,54,30,49,8,3
c2cds598,VF_A0600,510,hypothetical protein,365,437,440,407,382,298,1187,125,445,392,442,297,154,45,27
c2cds599,VF_A0601,513,nicotinic acid mononucleotide adenylyltransferase,472,428,395,347,358,289,870,84,304,422,398,195,204,40,43
c2cds600,VF_A0602,831,NAD synthetase,490,533,459,407,415,332,1120,95,341,571,562,315,248,60,54
c2cds601,VF_A0603,285,endonuclease,277,219,160,141,117,89,258,26,105,94,87,82,17,33,31
c2cds602,VF_A0604,654,hypothetical protein,2049,1985,1523,1078,1010,584,1273,99,590,635,701,478,351,164,79
c2cds603,VF_A0605,420,hypothetical protein,417,390,317,256,199,148,448,41,195,302,359,210,225,50,11
c2cds604,VF_A0606,309,hypothetical protein,3650,4261,3888,3936,3908,2512,7954,641,2852,3809,3938,2271,1220,565,466
c2cds605,VF_A0607,444,hypothetical protein,127,112,89,95,81,63,170,21,52,27,92,16,10,0,19
c2cds606,VF_A0608,1005,two component response regulator,301,291,201,206,178,135,509,42,212,335,252,183,124,18,57
c2cds607,VF_A0609,366,hypothetical protein,521,541,473,488,503,369,1246,105,697,423,541,241,169,93,86
c2cds608,VF_A0610,552,hypothetical protein,961,1057,989,895,951,644,2198,166,913,1071,1067,764,424,163,136
c2cds609,VF_A0611,1239,transporter,80,98,106,85,104,57,240,20,124,255,147,73,58,5,17
c2cds610,VF_A0612,2355,9-hexadecenoic acid cis-trans isomerase,896,1105,1020,876,958,667,2153,182,883,945,937,526,322,63,128
c2cds611,VF_A0613,531,hypothetical protein,90,122,121,106,112,68,217,12,105,162,83,70,5,0,9
c2cds612,VF_A0614,375,hypothetical protein,250,278,201,184,195,117,257,23,145,127,148,154,58,5,28
c2cds613,VF_A0615,1404,hypothetical protein,245,222,190,218,200,145,641,44,168,298,275,132,79,33,15
c2cds614,VF_A0616,234,hypothetical protein,5,6,6,3,4,8,14,1,1,23,4,0,0,0,0
c2cds615,VF_A0617,1647,hypothetical protein,358,475,518,467,444,272,875,59,370,544,519,353,216,111,34
c2cds616,VF_A0618,1341,hypothetical protein,84,94,75,98,109,87,224,19,91,118,146,106,76,19,2
c2cds617,VF_A0619,249,hypothetical protein,96,123,108,116,110,47,252,23,86,156,135,116,103,18,3
c2cds618,VF_A0620,228,hypothetical protein,166,232,287,279,203,119,761,61,232,432,310,261,103,49,33
c2cds619,VF_A0621,531,hypothetical protein,450,385,343,320,294,212,509,50,156,266,265,110,56,24,22
c2cds620,VF_A0622,576,lipoprotein,83,66,42,46,59,34,129,5,57,154,66,36,1,7,5
c2cds621,VF_A0623,102,hypothetical protein,25,30,15,7,0,0,10,4,10,0,4,4,0,0,0
c2cds622,VF_A0624,705,racemase,136,154,128,101,97,80,208,14,82,186,77,139,39,64,10
c2cds623,VF_A0625,450,hypothetical protein,87,69,71,57,51,42,119,17,81,24,47,44,3,1,0
c2cds624,VF_A0626,435,acetyltransferase,157,170,101,126,107,76,188,27,105,158,152,38,38,26,0
c2cds625,VF_A0627,549,hypothetical protein,74,72,60,49,66,45,178,17,63,121,64,26,43,10,6
c2cds626,VF_A0628,867,3-methyl-2-oxobutanoate hydroxymethyltransferase,93,99,100,68,64,43,102,2,21,17,58,39,11,7,0
c2cds627,VF_A1187,255,hypothetical protein,317,308,207,157,144,108,204,36,93,76,54,58,31,5,0
c2cds628,VF_A0629,363,hypothetical protein,648,436,275,269,260,156,542,64,238,348,310,223,177,35,85
c2cds629,VF_A0630,498,hypothetical protein,986,843,626,629,662,525,1410,148,615,783,608,447,236,56,63
c2cds630,VF_A0631,954,hypothetical protein,555,593,531,512,471,425,1102,122,579,418,323,278,221,64,47
c2cds631,VF_A0632,579,hypothetical protein,646,645,640,495,522,380,1251,122,537,588,629,542,270,107,102
c2cds632,VF_A0633,381,hypothetical protein,88,102,124,124,117,83,309,27,98,226,165,159,79,4,25
c2cds633,VF_A0634,225,hypothetical protein,96,96,97,94,109,78,346,28,152,129,115,89,85,2,10
c2cds634,VF_A0635,474,hypothetical protein,752,570,453,405,397,278,784,53,269,425,411,250,96,44,59
c2cds635,VF_A0636,285,hypothetical protein,276,209,186,162,169,114,341,31,191,145,230,154,35,96,23
c2cds636,VF_A0637,516,hypothetical protein,329,395,365,419,442,360,617,82,289,372,295,157,120,17,53
c2cds637,VF_A0638,630,hypothetical protein,250,252,217,209,201,159,391,41,206,155,166,93,95,17,13
c2cds638,VF_A0639,357,hypothetical protein,906,1049,887,819,851,581,2053,144,643,794,766,475,370,209,93
c2cds639,VF_A0640,411,glyoxylase,520,493,365,334,342,198,746,46,308,396,408,201,155,92,56
c2cds640,VF_A0641,309,hypothetical protein,666,882,904,798,807,506,2527,184,574,634,815,471,360,213,99
c2cds641,VF_A0642,369,hypothetical protein,476,485,458,415,353,267,633,56,219,149,149,55,58,40,47
c2cds642,VF_A0643,789,phosphotransferase family protein,263,323,308,303,273,240,729,51,318,464,345,274,188,107,54
c2cds643,VF_A0644,369,hypothetical protein,8,9,9,8,10,7,20,1,8,21,0,6,0,0,3
c2cds644,VF_A0645,444,acetyltransferase,412,431,381,388,399,276,887,90,375,391,361,301,158,83,38
c2cds645,VF_A0646,459,hypothetical protein,476,543,650,493,524,403,1103,80,463,451,561,327,109,136,15
c2cds646,VF_A0647,822,hypothetical protein,118,132,113,94,120,93,261,10,94,147,51,71,47,43,0
c2cds647,VF_A0648,366,hypothetical protein,177,152,126,118,107,68,223,28,85,131,135,51,48,18,0
c2cds648,VF_A0649,315,toxin of toxin-antitoxin %28TA%29 stability system,55,65,68,79,80,49,164,16,58,49,49,49,30,1,2
c2cds649,VF_A0650,255,antitoxin of toxin-antitoxin %28TA%29 stability system,35,48,68,52,46,27,90,15,43,36,51,34,0,5,14
c2cds650,VF_A0651,1170,hypothetical protein,3406,2885,2207,2064,2034,1499,3959,348,1893,1945,1946,1024,718,276,140
c2cds651,VF_A0652,1026,hypothetical protein,633,584,510,460,376,310,668,62,315,230,227,132,44,38,5
c2cds652,VF_A0653,453,IAA acetyltransferase,143,155,110,145,160,98,204,27,106,137,97,108,38,62,13
c2cds653,VF_A0654,510,hypothetical protein,351,323,260,211,202,145,449,46,178,358,180,108,112,57,23
c2cds654,VF_A0655,888,hypothetical protein,585,481,343,288,264,224,558,66,241,318,169,142,127,65,31
c2cds655,VF_A0656,525,hypothetical protein,239,226,197,177,187,140,434,25,188,264,292,139,111,49,63
c2cds656,,303,hypothetical protein,16,14,5,6,8,2,17,0,0,0,0,0,28,0,0
c2cds657,VF_A0658,411,hypothetical protein,149,136,118,96,95,52,108,12,29,76,59,79,1,0,25
c2cds658,VF_A0659,303,hypothetical protein,7,19,13,13,3,5,9,0,3,0,9,1,0,0,0
c2cds659,VF_A0660,399,prolyl endopeptidase,222,205,191,193,206,189,523,60,264,377,197,139,37,18,67
c2cds660,VF_A0661,372,hypothetical protein,969,955,959,940,887,679,1153,105,522,719,467,302,117,78,70
c2cds661,VF_A0662,426,acetyltransferase,79,79,94,85,72,49,199,28,93,92,107,43,5,46,0
c2cds662,VF_A0663,984,XerC%2FCodV family integrase%2Frecombinase,11,15,9,6,5,2,2,0,8,0,0,0,0,0,0
c2cds663,VF_A0664,174,hypothetical protein,27,43,66,53,45,34,99,11,61,3,27,11,28,0,1
c2cds664,VF_A0665,825,cytoplasmic protein,1095,1036,950,743,707,457,1352,123,590,594,687,370,333,110,113
c2cds665,VF_A0666,426,hypothetical protein,442,472,432,367,296,209,694,57,251,317,332,182,118,25,23
c2cds666,VF_A0667,705,hypothetical protein,131,170,150,135,153,100,392,23,114,205,124,115,53,53,25
c2cds667,VF_A0668,201,hypothetical protein,57,61,49,36,54,19,114,9,6,111,33,50,71,81,1
c2cds668,VF_A0669,342,hypothetical protein,11,19,13,9,6,8,31,0,2,0,22,5,0,0,6
c2cds669,VF_A0670,192,hypothetical protein,100,91,42,30,33,24,75,7,51,7,29,10,18,58,1
c2cds670,VF_A0671,498,hypothetical protein,49,49,45,38,29,21,109,13,33,49,37,55,33,3,16
c2cds671,VF_A0672,2139,outer membrane heme receptor,109,113,106,83,86,53,190,14,94,109,202,33,116,12,0
c2cds672,VF_A0673,1020,transporter,67,78,58,37,47,33,100,11,49,103,75,86,33,5,11
c2cds673,VF_A0674,549,hypothetical protein,39,39,32,49,41,27,90,4,20,62,50,41,1,18,0
c2cds674,VF_A0675,102,hypothetical protein,23,23,15,6,7,5,8,2,2,44,8,1,0,0,0
c2cds675,VF_A0676,651,hypothetical protein,979,917,709,656,632,370,1634,107,528,924,1107,519,437,202,76
c2cds676,VF_A0677,1914,methyl-accepting chemotaxis protein,3159,3841,3428,3167,3061,2434,8703,600,3107,4474,4552,2974,1786,669,510
c2cds677,VF_A0678,957,MoxR protein,301,354,334,273,272,179,634,37,131,324,374,209,103,68,25
c2cds678,VF_A0679,960,cytoplasmic protein,152,185,170,129,154,92,241,26,75,77,185,74,63,38,34
c2cds679,VF_A0680,534,hypothetical protein,12,19,14,12,16,10,41,3,10,0,13,4,0,26,0
c2cds680,VF_A0681,966,hypothetical protein,61,66,78,60,61,32,105,5,31,61,68,104,76,21,12
c2cds681,VF_A0682,1908,transporter,359,348,262,231,234,183,491,32,198,244,212,162,22,92,23
c2cds682,VF_A0683,1674,hypothetical protein,920,1004,795,645,625,399,1239,78,416,582,645,378,142,211,38
c2cds683,VF_A0684,99,hypothetical protein,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
c2cds684,VF_A0685,951,transaldolase B,14278,16984,15394,14427,13307,9250,36635,2190,11749,21433,19087,12918,7765,4034,2702
c2cds685,VF_A0686,1992,transketolase,36210,44964,42004,39860,37731,24872,91703,6306,29574,53469,53819,32831,20233,10677,6566
c2cds686,VF_A0687,936,lipid A biosynthesis lauroyl acyltransferase,118,108,106,107,86,74,258,23,93,118,68,49,30,2,7
