CDS_number,VF_number,Length_bp,Description,Plk1,Plk2,Plk3,Swt1,Swt2,Swt3,Vnt1,Vnt2,Vnt3
c2cds810,VF_A0809,2217,4-alpha-glucanotransferase,1905,1041,1128,6183,10186,2883,151,497,1020
c2cds811,VF_A0810,2454,maltodextrin phosphorylase,1326,775,883,3473,10008,4230,28,853,1418
c2cds812,VF_A0811,2706,transcriptional regulator MalT,1109,985,840,3054,3158,1591,65,521,645
c2cds813,VF_A0812,927,hypothetical protein,515,763,751,1751,751,348,107,343,380
c2cds814,VF_A0813,849,formate transporter,137,441,399,413,267,59,116,487,779
c2cds815,VF_A0814,186,hypothetical protein,1280,963,751,57,73,20,0,249,427
c2cds816,VF_A0815,570,3-methyl-adenine DNA glycosylase I,457,349,303,295,498,151,247,256,276
c2cds817,VF_A0816,507,hypothetical protein,93,137,156,91,70,36,44,84,85
c2cds818,VF_A0817,561,Sco1-related protein,125,141,146,152,138,40,21,76,108
c2cds819,VF_A0818,492,hypothetical protein,1931,794,606,2801,3206,442,59,301,422
c2cds820,VF_A0819,834,drug%2Fmetabolite exporter family protein,311,619,691,315,218,51,96,126,171
c2cds821,VF_A0820,546,RNA polymerase sigma factor SigZ,1629,774,605,248,272,94,44,293,240
c2cds822,VF_A0821,711,glutathione S-transferase,515,727,639,146,287,82,33,145,197
c2cds823,VF_A0822,258,hypothetical protein,8240,4070,2725,1697,2150,901,238,1194,1281
c2cds824,VF_A0823,795,vulnibactin utilization protein ViuB,218,312,267,238,85,15,13,97,120
c2cds825,VF_A0824,762,ferric anguibactin transport ATP-binding protein,85,247,101,137,23,8,63,52,42
c2cds826,VF_A0825,951,ferric anguibactin transport system permease protein FatC,42,139,65,55,16,2,0,23,19
c2cds827,VF_A0826,834,ferric anguibactin transport system permease protein FatD,59,165,67,73,17,1,24,48,32
c2cds828,VF_A0827,906,ferric anguibactin-binding protein,615,939,495,472,40,16,6,179,136
c2cds829,VF_A1190,234,hypothetical protein,15611,5677,6733,1082,1476,598,86,1079,963
c2cds830,VF_A0828,363,glutaredoxin 2,1593,2267,2148,942,1024,206,12,803,937
c2cds831,VF_A0829,1497,proline:sodium symporter,5485,11669,9648,3046,911,175,119,1275,2096
c2cds832,VF_A0830,708,delta-1-pyrroline-5-carboxylate dehydrogenase,2797,6045,4635,1252,635,129,37,324,665
c2cds833,VF_A0832,3177,bifunctional proline dehydrogenase%2Fpyrroline-5-carboxylate dehydrogenase,6683,19611,15167,6333,3496,593,201,2182,3276
c2cds834,VF_A0833,783,AraC family transcriptional regulator,1398,1172,773,297,254,87,123,598,507
c2cds835,VF_A0834,1875,NirV precursor,4326,13257,14501,8874,2592,722,121,958,1372
c2cds836,VF_A0835,789,hypothetical protein,87,117,118,109,62,26,0,29,36
c2cds837,VF_A0836,1053,oxidoreductase%2C NADP%28H%29-dependent aldo-keto reductase,388,343,520,1767,1324,341,49,101,148
c2cds838,VF_A0837,3054,ATPase involved in pili biogenesis,1183,2778,2744,1774,1196,375,157,1048,944
c2cds839,VF_A0838,906,hypothetical protein,232,183,299,527,483,133,71,157,217
c2cds840,VF_A0839,927,agmatinase,5402,5759,7179,746,652,194,102,1605,3954
c2cds841,VF_A0840,1911,arginine decarboxylase,12646,10875,12955,1065,1026,279,383,3878,9962
c2cds842,VF_A0841,1260,3-hydroxy-3-methylglutaryl-CoA reductase,183,293,382,378,181,67,43,42,52
c2cds843,VF_A0842,531,outer membrane lipoprotein %28lipocalin%29,1835,1833,1439,807,2097,451,156,772,945
c2cds844,,120,hypothetical protein,17,7,3,0,2,3,0,4,6
c2cds845,VF_A0844,1152,outer membrane protein P1 precursor,171,137,169,77,116,28,39,109,180
c2cds846,VF_A0845,807,hypothetical protein,434,342,319,52,41,22,30,188,229
c2cds847,VF_A0846,1191,hypothetical protein,338,326,374,646,326,106,56,255,306
c2cds848,VF_A0847,1335,succinylarginine dihydrolase,2100,5144,4572,1995,4043,650,442,1943,2419
c2cds849,VF_A0848,1188,hypothetical protein,498,2945,611,1023,20,5,119,355,251
c2cds850,VF_A0849,861,glutathione S-transferase YghU,29293,15845,14981,572,543,118,1204,3081,6973
c2cds851,VF_A0850,852,chloramphenicol-sensitive protein RarD,109,154,125,94,44,19,15,71,81
c2cds852,VF_A0851,870,transcriptional regulatory protein,1137,2091,1075,129,142,45,162,207,431
c2cds853,VF_A0852,1155,fused DNA-binding transcriptional regulator%2F amino transferase,98,95,258,2036,905,240,0,52,72
c2cds854,VF_A0853,1125,zinc-carboxypeptidase precursor,6536,5958,7034,4700,3391,789,101,689,1694
c2cds855,VF_A0854,645,hypothetical protein,315,520,369,374,627,169,140,137,176
c2cds856,VF_A0856,384,hypothetical protein,45,161,133,157,415,68,27,33,28
c2cds857,VF_A0857,342,transcriptional repressor SmtB,508,309,224,272,162,46,15,287,452
c2cds858,VF_A0858,1053,arsenical-resistance protein ACR3,939,401,329,245,122,55,41,509,576
c2cds859,VF_A0859,1875,methyl-accepting chemotaxis protein,2053,3278,3957,252,271,69,73,506,474
c2cds860,VF_A0860,483,hypothetical protein,412,2306,1325,16,23,5,26,85,38
c2cds861,VF_A0861,459,hypothetical protein,309,940,537,24,19,7,1,49,22
c2cds862,VF_A0862,1536,anaerobic nitric oxide reductase transcription regulator,504,1343,1290,428,538,214,0,293,273
c2cds863,VF_A0863,1662,hydroxylamine reductase,479,1146,1029,169,375,132,49,218,294
c2cds864,VF_A0864,1032,HCP oxidoreductase%2C NADH-dependent,32,67,41,18,31,11,73,52,55
c2cds865,VF_A0865,1896,methyl-accepting chemotaxis protein,261,329,268,274,203,51,19,488,150
c2cds866,VF_A0866,861,toxin coregulated pilus biosynthesis protein TcpF,392,321,256,203,138,45,88,326,273
c2cds867,VF_A0867,1047,toxin coregulated pilus biosynthesis protein TcpE,118,162,82,92,126,19,86,148,46
c2cds868,VF_A0868,1494,toxin coregulated pilus biosynthesis protein TcpT,167,155,162,275,171,44,154,342,237
c2cds869,VF_A0869,450,toxin coregulated pilus biosynthesis protein TcpS,23,18,9,29,40,16,0,33,3
c2cds870,VF_A0870,780,toxin coregulated pilus biosynthesis protein TcpD,24,11,8,17,38,6,12,39,11
c2cds871,VF_A0871,480,hypothetical protein,6,15,8,7,22,4,10,15,17
c2cds872,VF_A0872,1455,toxin coregulated pilus outer membrane protein TcpC,254,202,162,324,280,60,36,372,262
c2cds873,VF_A0873,513,toxin coregulated pilus biosynthesis protein TcpY%2FTcpQ,95,67,63,110,140,27,40,137,58
c2cds874,VF_A0874,1338,toxin coregulated pilus biosynthesis protein TcpB,193,203,218,152,159,51,55,267,253
c2cds875,VF_A0875,627,toxin coregulated pilin subunit precursor TcpA,112,88,44,200,160,42,145,101,46
c2cds876,VF_A0876,774,hypothetical protein,43,74,65,33,40,20,18,84,34
c2cds877,VF_A0877,642,chromosome partitioning protein ParA,40,60,31,69,102,34,18,140,20
c2cds878,,351,hypothetical protein,6,19,18,6,13,2,0,18,21
c2cds879,VF_A0879,888,diguanylate phosphodiesterase,23,17,11,18,24,1,44,37,18
c2cds880,VF_A0880,852,AraC family transcriptional regulator,0,38,15,4,8,2,42,13,6
c2cds881,VF_A0881,3735,cellulose synthase operon C protein,466,337,399,346,402,133,79,366,464
c2cds882,VF_A0882,1179,endo-1%2C4-D-glucanase,149,155,133,96,152,44,0,68,132
c2cds883,VF_A0883,2295,cellulose synthase regulator protein,208,172,172,172,192,77,104,130,102
c2cds884,VF_A0884,2604,cellulose synthase catalytic subunit,121,84,116,63,81,25,66,188,107
c2cds885,VF_A0885,771,hypothetical protein,24,21,18,32,51,8,0,143,60
c2cds886,VF_A0886,1545,hypothetical protein,205,104,73,53,50,16,84,100,106
c2cds887,,204,hypothetical protein,12,13,13,6,3,1,0,7,8
c2cds888,VF_A0887,1629,hypothetical protein,215,216,200,140,110,43,27,203,225
c2cds889,VF_A0888,297,hypothetical protein,174,249,125,39,67,12,399,118,74
c2cds890,VF_A0889,507,lipid hydroperoxide peroxidase,437,230,179,556,309,143,163,227,135
c2cds891,VF_A0890,612,thioredoxin peroxidase,796,611,424,574,353,127,85,340,212
c2cds892,VF_A0891,1209,methyl-accepting chemotaxis protein,280,249,156,145,156,49,60,270,167
c2cds893,VF_A0892,471,hypothetical protein,275,134,156,401,213,62,27,110,125
c2cds894,VF_A0893,1011,AraC family transcriptional regulator,590,479,479,382,284,68,43,177,283
c2cds895,VF_A0894,1797,surface protein,764,649,665,322,332,119,484,482,1185
c2cds896,VF_A0895,363,hypothetical protein,40,48,74,41,29,14,28,81,66
c2cds897,VF_A0896,1224,multidrug resistance protein A,63,181,223,58,63,29,102,214,154
c2cds898,VF_A0897,864,LysR family transcriptional regulator,424,571,423,341,494,213,117,669,550
c2cds899,,762,lipoprotein,41,28,20,6,5,0,0,8,20
c2cds900,VF_A0899,1521,arylsulfatase,113,54,88,66,105,25,0,41,75
c2cds901,,1296,regulator of arylsulfatase activity,20,14,11,9,8,1,0,10,14
c2cds902,,984,MoxR protein,11,6,13,4,5,5,0,5,6
c2cds903,,963,MoxR protein,31,18,12,1,2,1,0,13,12
c2cds904,,531,hypothetical protein,7,10,7,0,2,1,0,1,5
c2cds905,VF_A1192,1053,hypothetical protein,21,14,11,1,3,1,41,4,7
c2cds906,VF_A0904,1776,transporter,60,45,40,10,16,2,55,12,42
c2cds907,VF_A0905,1242,hypothetical protein,21,18,9,10,5,1,108,8,11
c2cds908,VF_A0906,1155,acriflavin resistance periplasmic protein,31,14,23,25,10,3,69,11,23
c2cds909,VF_A0907,3114,acriflavin resistance plasma membrane protein,181,132,188,88,48,11,180,91,206
c2cds910,VF_A0908,756,lipoprotein,128,202,219,51,52,12,77,61,142
c2cds911,VF_A0909,798,hypothetical protein,522,311,213,227,101,59,60,297,134
c2cds912,VF_A0910,558,hypothetical protein,21,11,9,6,14,7,0,25,7
c2cds913,VF_A0911,909,LysR family transcriptional regulator,132,109,97,183,72,33,0,54,33
c2cds914,VF_A1193,261,hypothetical protein,21,22,21,5,11,4,0,49,19
c2cds915,VF_A0912,780,ABC transporter ATP-binding protein,329,227,260,235,163,38,0,133,213
c2cds916,VF_A0913,873,hypothetical protein,782,389,259,295,130,45,22,187,176
c2cds917,VF_A0914,1245,hypothetical protein,348,373,442,1311,3375,1002,66,382,432
c2cds918,VF_A0915,552,acetyltransferase,340,374,292,5368,11937,2842,83,189,244
c2cds919,VF_A0916,1371,multidrug efflux pump VmrA,127,308,301,861,533,168,73,457,576
c2cds920,VF_A0917,444,deoxycytidylate deaminase,2418,1427,1688,1135,1261,363,75,702,1135
c2cds921,VF_A0918,711,FMN reductase,451,191,175,567,485,126,901,1624,3082
c2cds922,VF_A0919,1131,long-chain-fatty-acid ligase LuxE,973,500,397,842,1142,248,5214,2611,6469
c2cds923,VF_A0920,981,luciferase beta chain LuxB,971,374,193,1045,944,228,7589,3937,7807
c2cds924,VF_A0921,1068,luciferase alpha chain LuxA,1362,419,406,1583,1512,332,7271,5657,20368
c2cds925,VF_A0922,924,acyl transferase,1309,321,286,874,978,199,2764,6172,19302
c2cds926,VF_A0923,1440,acyl-CoA reductase,1179,429,428,614,945,256,4143,4194,9969
c2cds927,VF_A0924,573,3-oxo-C6-HSL autoinducer synthesis protein LuxI,515,237,242,159,251,72,2015,1173,3011
c2cds928,VF_A0925,753,LuxR family transcriptional regulator,471,743,563,567,565,116,454,974,1171
c2cds929,VF_A0926,801,hypothetical protein,382,812,765,881,1216,330,65,523,588
c2cds930,VF_A0927,195,hypothetical protein,452,364,139,95,155,33,75,125,97
c2cds931,VF_A0928,738,hypothetical protein,27,62,92,120,4870,1467,25,19,6
c2cds932,VF_A0929,468,hypothetical protein,31,50,49,66,5129,1336,1,13,7
c2cds933,VF_A0930,1125,carboxypeptidase G2 precursor,165,172,290,142,21384,5801,38,103,138
c2cds934,VF_A0931,786,transcriptional regulatory protein%2C AraC-like protein,827,598,705,191,115,53,61,186,194
c2cds935,VF_A0932,519,kinase inhibitor,1177,991,1230,232,262,70,142,139,178
c2cds936,VF_A0933,456,hypothetical protein,250,127,57,172,197,47,17,100,99
c2cds937,VF_A0934,390,hypothetical protein,184,206,267,89,69,15,13,32,29
c2cds938,VF_A0935,882,LysR family transcriptional regulator,795,694,770,204,167,39,21,117,244
c2cds939,VF_A0936,831,lipase%2Facylhydrolase family protein,1519,1042,956,530,458,118,163,187,269
c2cds940,VF_A0937,654,phosphoglycolate phosphatase,665,1045,1478,4662,5449,1647,0,608,806
c2cds941,VF_A0938,615,threonine efflux protein,182,396,402,183,187,55,39,352,473
c2cds942,VF_A0939,525,hypothetical protein,113,350,496,438,213,61,0,280,336
c2cds943,VF_A0940,1734,fused fructose-specific PTS enzymes: iibcomponent%2FIIC components,2455,1699,2143,322,511,82,298,908,2008
c2cds944,VF_A0941,981,fructose-1-phosphate kinase,787,421,512,65,53,8,80,91,261
c2cds945,VF_A0942,1137,bifunctional PTS system fructose-specific transporter subunit IIA%2FHPr protein,1010,556,584,84,65,13,33,374,676
c2cds946,,141,hypothetical protein,0,1,1,1,0,0,0,7,1
c2cds947,VF_A0943,978,DNA-binding transcriptional regulator FruR,135,148,119,50,12,0,2,98,201
c2cds948,VF_A0945,627,lipoprotein,106,83,42,29,81,32,72,62,90
c2cds949,VF_A0946,444,hypothetical protein,40,48,24,8,29,7,0,25,50
c2cds950,,249,hypothetical protein,1,0,0,0,0,0,0,0,0
c2cds951,VF_A0948,345,hypothetical protein,50,34,27,5,25,4,15,29,44
c2cds952,VF_A0949,618,lipoprotein,292,174,120,64,115,39,71,106,154
c2cds953,VF_A0950,1275,hypothetical protein,256,150,103,37,61,26,32,155,144
c2cds954,VF_A0951,348,hypothetical protein,40,43,22,30,32,10,0,26,29
c2cds955,VF_A0952,801,hypothetical protein,7,9,11,13,12,5,26,12,23
c2cds956,VF_A0953,2037,VgrG protein,6,25,43,20,33,10,27,24,28
c2cds957,VF_A0954,519,hemolysin co-regulated protein,74,121,131,106,105,27,80,80,84
c2cds958,VF_A0955,651,SAM-dependent methyltransferase,227,315,316,269,174,37,63,193,299
c2cds959,VF_A0956,822,hydrolase,1115,1092,1495,1051,727,192,32,327,639
c2cds960,VF_A0957,1299,transporter,516,358,474,34115,27438,4334,210,311,664
c2cds961,VF_A0958,744,glycerophosphoryl diester phosphodiesterase GlpQ %28UgpQ%29,130,114,180,27219,15268,4734,148,491,739
c2cds962,VF_A0959,1971,diguanylate cyclase %28GGDEF%29%2C inhibitor of flagellar motility,1260,2408,2836,403,292,103,79,625,521
c2cds963,VF_A0960,1023,periplasmic protein that regulates MifA%2FB activity,509,1755,2022,206,230,46,63,399,611
c2cds964,VF_A0961,1527,hypothetical protein,311,1464,1135,6715,3828,4082,8,38,56
c2cds965,VF_A0962,912,pyruvate formate lyase activating enzyme,130,367,253,1371,499,459,0,14,29
c2cds966,VF_A0963,933,LysR family transcriptional regulator,1319,2031,2050,367,339,107,88,606,604
c2cds967,VF_A0964,570,hypothetical protein,55,144,110,112,54,14,15,151,112
c2cds968,VF_A0965,798,nitroreductase A,741,312,361,859,492,178,50,348,527
c2cds969,VF_A0966,1371,L-serine ammonia-lyase,4886,4756,4698,38,65,16,217,753,1877
c2cds970,VF_A0967,1221,nucleoside permease NupC,121,219,214,20,18,7,25,54,107
c2cds971,VF_A0968,720,purine nucleoside phosphorylase,269,396,363,92,68,16,28,127,213
c2cds972,VF_A0969,1347,guanine deaminase,128,161,158,37,25,9,31,60,87
c2cds973,VF_A0970,639,hypothetical protein,142,156,117,112,80,27,14,121,92
c2cds974,VF_A0971,780,vitamin B12 transport ATP-binding protein BtuD,97,62,71,328,152,57,0,56,95
c2cds975,VF_A0972,1041,KpLE2 phage-like element%3B iron-dicitrate transporter subunit,53,57,55,154,107,30,0,50,59
c2cds976,VF_A0973,918,ABC transporter%2C periplasmic component,175,236,204,434,444,167,18,227,218
c2cds977,,129,hypothetical protein,1,1,6,0,1,0,0,3,3
c2cds978,VF_A0975,537,adenosyltransferase,50,44,68,82,27,15,0,45,62
c2cds979,VF_A0976,1593,GGDEF domain-containing protein,129,114,77,57,61,25,21,160,119
c2cds980,VF_A0977,1209,transporter,370,654,198,53,33,14,38,186,142
c2cds981,VF_A0978,870,LysR family transcriptional regulator,58,53,60,232,226,103,64,76,90
c2cds982,VF_A0979,612,hypothetical protein,201,609,679,329,3474,979,31,104,188
c2cds983,VF_A0980,384,hypothetical protein,3728,938,490,261,1058,251,1076,476,811
c2cds984,VF_A0981,273,hypothetical protein,792,250,132,135,68,32,42,374,287
c2cds985,VF_A0982,852,hypothetical protein,1071,615,482,361,252,59,729,818,1807
c2cds986,VF_A0983,549,hypothetical protein,50,69,41,15,12,2,42,164,127
c2cds987,VF_A0984,1458,transglycosylase,9,10,6,4,6,1,30,39,15
c2cds988,VF_A0985,1218,lipoprotein,30,31,14,13,6,3,74,19,5
c2cds989,VF_A0986,582,4-methyl-5%28B-hydroxyethyl%29-thiazole monophosphate biosynthesis enzyme,349,171,202,94,205,49,51,49,104
c2cds990,VF_A0987,651,keto-hydroxyglutarate-aldolase%2Fketo-deoxy-phosphogluconate aldolase,241,176,156,127,238,37,35,30,69
c2cds991,VF_A0988,963,ketodeoxygluconokinase,171,156,116,83,153,48,0,48,48
c2cds992,VF_A0989,855,tagatose-bisphosphate aldolase,115,393,378,164,206,76,31,148,215
c2cds993,VF_A0990,2649,trimethylamine-N-oxide reductase,361,343,383,169,170,70,0,165,310
c2cds994,VF_A0991,1518,hypothetical protein,166,211,121,79,95,35,118,89,163
c2cds995,VF_A0992,1614,hypothetical protein,159,245,289,322,258,67,0,53,49
c2cds996,VF_A0993,1233,arylsulfatase,26,120,134,30,38,10,69,62,58
c2cds997,VF_A0994,2409,hyaluronate lyase precursor,604,632,471,114,127,35,83,322,455
c2cds998,VF_A0995,831,high-affinity iron permease,432,7893,1379,1039,25,2,65,318,337
c2cds999,VF_A0996,1050,hypothetical protein,436,382,513,758,880,142,0,66,95
c2cds1000,VF_A0997,756,2-deoxy-D-gluconate 3-dehydrogenase,109,129,158,562,1076,145,0,16,28
c2cds1001,VF_A0998,831,5-keto-4-deoxyuronate isomerase,97,201,196,769,1515,218,29,44,54
c2cds1002,VF_A0999,1143,N-acetylglucosamine-6-phosphate deacetylase,78,239,272,303,911,174,0,35,72
c2cds1003,VF_A1000,438,PTS system%2C N-acetylgalactosamine-specific IIA component,33,130,136,143,670,118,22,32,34
c2cds1004,VF_A1001,918,N-acetylgalactosamine-specific enzyme IID component of PTS,211,586,638,367,2602,357,2,95,185
c2cds1005,VF_A1002,771,PTS system%2C N-acetylgalactosamine-specific IIC component,111,300,399,259,2019,321,0,67,87
c2cds1006,VF_A1003,501,N-acetylgalactosamine-specific enzyme IIB component of PTS,60,247,227,132,1234,233,3,22,55
c2cds1007,VF_A1004,1170,tagatose-6-phosphate ketose%2Faldose isomerase,59,147,147,103,188,54,0,42,67
c2cds1008,VF_A1005,1302,tagatose 6-phosphate aldolase 1 subunit KbaZ,51,73,50,146,200,59,0,51,80
c2cds1009,VF_A1006,777,DNA-binding transcriptional dual regulator,353,702,684,2971,5822,1296,52,435,749
c2cds1010,VF_A1007,1557,sulfatase%2Fphosphatase,15,139,141,37,21,4,43,28,35
c2cds1011,VF_A1008,729,hypothetical protein,664,528,548,59,28,4,44,150,400
c2cds1012,VF_A1010,2661,beta-hexosaminidase,302,531,496,2096,1051,588,53,466,720
c2cds1013,VF_A1011,480,hypothetical protein,310,316,371,2036,2070,620,219,301,242
c2cds1014,VF_A1012,900,two component response regulator protein,1948,2211,1532,1682,2647,789,244,1386,1621
c2cds1015,VF_A1013,330,hypothetical protein,1234,374,250,142,115,29,63,143,221
c2cds1016,VF_A1014,1581,diguanylate phosphodiesterase,20272,12215,8342,2025,2904,411,801,3154,3758
c2cds1017,VF_A1015,885,sigma-Q factor RpoQ%2C quorum-sensing regulated RpoS-like sigma subunit,42250,17192,12746,6207,5427,1097,4255,6902,9531
c2cds1018,VF_A1016,2595,two component sensory histidine kinase,19685,3431,2261,811,732,108,954,1513,1878
c2cds1019,VF_A1017,1719,two component response regulator,9366,1852,966,560,531,67,486,1039,1060
c2cds1020,VF_A1018,504,lipoprotein,418,510,481,85,139,36,0,138,198
c2cds1021,VF_A1019,2115,cytoplasmic protein,385,660,746,184,175,57,89,270,378
c2cds1022,VF_A1020,318,sulphate transporter%2C anti-sigma factor antagonist,121,125,113,16,25,4,0,25,39
c2cds1023,VF_A1021,825,hypothetical protein,208,247,317,35,47,8,2,37,66
c2cds1024,VF_A1022,2112,polysaccharide export periplasmic protein,438,386,451,72,119,23,0,70,149
c2cds1025,VF_A1023,708,chromosome partitioning ATPase,120,48,80,45,26,7,44,13,52
c2cds1026,VF_A1024,1518,two-component response regulator%2C sigma factor PP2C-like phosphatase,1151,742,596,248,175,81,138,163,402
c2cds1027,VF_A1025,2301,two-component hybrid sensor histidine kinase,2876,2042,1733,1022,1662,538,410,1140,1338
c2cds1028,VF_A1026,1503,Fis family transcriptional regulator,10951,7134,7825,1186,2474,509,411,991,3006
c2cds1029,VF_A1027,1017,glycosyl transferases group 1,1024,598,549,112,127,18,87,143,360
c2cds1030,VF_A1028,1275,glycosyl transferases group 1,114,130,146,13,9,4,57,22,24
c2cds1031,VF_A1029,1164,glycosyl transferases group 1,69,92,113,1,10,2,0,15,29
c2cds1032,VF_A1030,1443,oligosaccharide translocase,96,69,66,15,11,3,35,43,35
c2cds1033,VF_A1031,1386,polysaccharide ligase,132,146,131,46,40,10,17,66,83
c2cds1034,VF_A1032,756,acetyltransferase,46,64,97,15,18,7,0,29,22
c2cds1035,,1137,glycosyltransferase,51,50,60,5,8,2,0,6,17
c2cds1036,VF_A1034,1500,chain length regulator %28capsular polysaccharide biosynthesis%29,74,53,104,5,19,4,52,11,32
c2cds1037,VF_A1035,1089,glycosyltransferase,152,134,130,23,34,10,35,53,79
c2cds1038,VF_A1036,1188,glycosyltransferase,211,121,131,29,39,10,33,69,106
c2cds1039,VF_A1037,645,sugar transferase,124,123,114,29,40,7,0,67,91
c2cds1040,VF_A1038,1893,diguanylate phosphodiesterase,1939,1167,1047,776,969,254,197,599,916
